time_iso8601,stars_cumulative
2024-06-28 00:00:00+00:00,8
2024-06-29 00:00:00+00:00,10
2024-07-07 00:00:00+00:00,11
2024-07-27 00:00:00+00:00,12
2024-07-30 00:00:00+00:00,13
