time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-16 00:00:00+00:00,617,129,110,9
2022-08-17 00:00:00+00:00,622,133,122,10
2022-08-18 00:00:00+00:00,584,127,129,12
2022-08-19 00:00:00+00:00,621,117,122,12
2022-08-20 00:00:00+00:00,584,108,70,9
2022-08-21 00:00:00+00:00,411,103,61,5
2022-08-22 00:00:00+00:00,190,76,199,13
2022-08-23 00:00:00+00:00,148,65,113,12
2022-08-24 00:00:00+00:00,175,62,67,7
2022-08-25 00:00:00+00:00,259,60,103,6
2022-08-26 00:00:00+00:00,154,47,85,13
2022-08-27 00:00:00+00:00,232,57,50,6
2022-08-28 00:00:00+00:00,402,101,14,6
2022-08-29 00:00:00+00:00,491,119,37,8
