time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-02 00:00:00+00:00,35,26,3,2
2026-07-03 00:00:00+00:00,48,42,5,4
2026-07-04 00:00:00+00:00,27,19,12,5
2026-07-05 00:00:00+00:00,37,25,7,5
2026-07-06 00:00:00+00:00,22,18,5,5
2026-07-07 00:00:00+00:00,105,36,8,4
2026-07-08 00:00:00+00:00,22,18,4,4
2026-07-09 00:00:00+00:00,601,26,12,4
2026-07-10 00:00:00+00:00,730,46,4,3
2026-07-11 00:00:00+00:00,735,53,3,2
2026-07-12 00:00:00+00:00,700,23,4,2
2026-07-13 00:00:00+00:00,696,22,6,4
2026-07-14 00:00:00+00:00,722,17,5,3
2026-07-15 00:00:00+00:00,787,23,0,0
