time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-25 00:00:00+00:00,598,167,25,2
2023-03-26 00:00:00+00:00,591,160,8,6
2023-03-27 00:00:00+00:00,407,157,24,10
2023-03-28 00:00:00+00:00,230,104,18,8
2023-03-29 00:00:00+00:00,145,79,6,5
2023-03-30 00:00:00+00:00,198,100,6,4
2023-03-31 00:00:00+00:00,165,90,11,7
2023-04-01 00:00:00+00:00,155,84,9,6
2023-04-02 00:00:00+00:00,128,81,2,2
2023-04-03 00:00:00+00:00,367,138,18,6
2023-04-04 00:00:00+00:00,460,130,19,5
2023-04-05 00:00:00+00:00,396,124,5,3
2023-04-06 00:00:00+00:00,356,133,20,10
2023-04-07 00:00:00+00:00,297,118,26,21
