time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-18 00:00:00+00:00,8,7,11,6
2025-11-19 00:00:00+00:00,60,7,31,12
2025-11-20 00:00:00+00:00,293,38,7,7
2025-11-21 00:00:00+00:00,67,14,4,4
2025-11-22 00:00:00+00:00,20,15,9,5
2025-11-23 00:00:00+00:00,246,20,35,5
2025-11-24 00:00:00+00:00,78,21,41,9
2025-11-25 00:00:00+00:00,296,124,12,7
2025-11-26 00:00:00+00:00,209,39,20,7
2025-11-27 00:00:00+00:00,146,40,12,7
2025-11-28 00:00:00+00:00,56,43,7,4
2025-11-29 00:00:00+00:00,128,75,19,10
2025-11-30 00:00:00+00:00,80,58,6,6
2025-12-01 00:00:00+00:00,54,42,9,6
