time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-20 00:00:00+00:00,2,2,1.0,1.0
2025-07-21 00:00:00+00:00,7,6,9.0,8.0
2025-07-22 00:00:00+00:00,5,4,5.0,3.0
2025-07-23 00:00:00+00:00,5,4,1.0,1.0
2025-07-24 00:00:00+00:00,14,11,4.0,4.0
2025-07-25 00:00:00+00:00,120,16,3.0,3.0
2025-07-26 00:00:00+00:00,19,19,,
2025-07-27 00:00:00+00:00,4,4,8.0,2.0
2025-07-28 00:00:00+00:00,12,12,2.0,2.0
2025-07-29 00:00:00+00:00,6,5,3.0,3.0
2025-07-30 00:00:00+00:00,128,20,3.0,2.0
2025-07-31 00:00:00+00:00,13,9,18.0,3.0
2025-08-01 00:00:00+00:00,200,19,2.0,2.0
2025-08-02 00:00:00+00:00,14,12,4.0,4.0
