time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-04 00:00:00+00:00,471,13,2,2
2026-05-05 00:00:00+00:00,420,11,4,4
2026-05-06 00:00:00+00:00,295,11,9,5
2026-05-07 00:00:00+00:00,312,21,3,3
2026-05-08 00:00:00+00:00,665,37,16,4
2026-05-09 00:00:00+00:00,721,20,1,1
2026-05-10 00:00:00+00:00,755,12,5,5
2026-05-11 00:00:00+00:00,332,13,6,4
2026-05-12 00:00:00+00:00,297,25,2,2
2026-05-13 00:00:00+00:00,13,13,3,3
2026-05-14 00:00:00+00:00,35,21,5,5
2026-05-15 00:00:00+00:00,654,14,2,2
2026-05-16 00:00:00+00:00,1020,16,4,4
2026-05-17 00:00:00+00:00,882,36,9,6
