time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-28 00:00:00+00:00,183,16,2,2
2025-08-29 00:00:00+00:00,14,11,6,4
2025-08-30 00:00:00+00:00,153,16,34,3
2025-08-31 00:00:00+00:00,18,17,2,1
2025-09-01 00:00:00+00:00,4,3,3,2
2025-09-02 00:00:00+00:00,9,7,3,3
2025-09-03 00:00:00+00:00,6,4,12,3
2025-09-04 00:00:00+00:00,113,7,18,7
2025-09-05 00:00:00+00:00,150,29,8,4
2025-09-06 00:00:00+00:00,10,5,4,3
2025-09-07 00:00:00+00:00,4,4,2,1
2025-09-08 00:00:00+00:00,5,4,9,4
2025-09-09 00:00:00+00:00,119,6,3,3
2025-09-10 00:00:00+00:00,93,18,7,4
