time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-04 00:00:00+00:00,204,12,12,7
2025-06-05 00:00:00+00:00,9,6,5,3
2025-06-06 00:00:00+00:00,39,8,11,4
2025-06-07 00:00:00+00:00,9,7,3,3
2025-06-08 00:00:00+00:00,1,1,1,1
2025-06-09 00:00:00+00:00,140,15,21,9
2025-06-10 00:00:00+00:00,9,6,15,3
2025-06-11 00:00:00+00:00,280,22,31,4
2025-06-12 00:00:00+00:00,14,7,11,4
2025-06-13 00:00:00+00:00,4,3,4,1
2025-06-14 00:00:00+00:00,11,3,6,3
2025-06-15 00:00:00+00:00,4,4,8,4
2025-06-16 00:00:00+00:00,68,9,7,7
2025-06-17 00:00:00+00:00,16,5,6,3
