time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-21 00:00:00+00:00,1,1,1,1
2024-07-22 00:00:00+00:00,3,2,3,3
2024-07-23 00:00:00+00:00,39,8,9,6
2024-07-24 00:00:00+00:00,49,10,75,9
2024-07-25 00:00:00+00:00,49,9,13,7
2024-07-26 00:00:00+00:00,47,9,9,3
2024-07-27 00:00:00+00:00,1,1,43,8
2024-07-28 00:00:00+00:00,3,2,22,8
2024-07-29 00:00:00+00:00,2,1,10,5
2024-07-30 00:00:00+00:00,43,9,48,4
2024-07-31 00:00:00+00:00,21,5,66,6
2024-08-01 00:00:00+00:00,19,4,10,4
2024-08-02 00:00:00+00:00,4,3,40,7
2024-08-03 00:00:00+00:00,2,2,24,5
