time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-16 00:00:00+00:00,136,58,9,6
2023-06-17 00:00:00+00:00,61,39,76,3
2023-06-18 00:00:00+00:00,59,42,2,2
2023-06-19 00:00:00+00:00,189,89,11,5
2023-06-20 00:00:00+00:00,175,82,7,5
2023-06-21 00:00:00+00:00,134,55,7,3
2023-06-22 00:00:00+00:00,76,24,6,5
2023-06-23 00:00:00+00:00,26,6,5,3
2023-06-24 00:00:00+00:00,95,61,17,14
2023-06-25 00:00:00+00:00,224,88,21,5
2023-06-26 00:00:00+00:00,146,86,16,6
2023-06-27 00:00:00+00:00,178,77,6,5
2023-06-28 00:00:00+00:00,119,57,10,2
2023-06-29 00:00:00+00:00,284,125,13,4
