time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-19 00:00:00+00:00,71,8,33,14
2025-01-20 00:00:00+00:00,66,6,42,6
2025-01-21 00:00:00+00:00,2,2,28,9
2025-01-22 00:00:00+00:00,4,3,25,10
2025-01-23 00:00:00+00:00,65,5,87,15
2025-01-24 00:00:00+00:00,1,1,14,6
2025-01-25 00:00:00+00:00,1,1,8,3
2025-01-26 00:00:00+00:00,2,2,6,2
2025-01-27 00:00:00+00:00,1,1,2,2
2025-01-28 00:00:00+00:00,4,4,11,4
2025-01-29 00:00:00+00:00,3,3,6,4
2025-01-30 00:00:00+00:00,3,3,11,4
2025-01-31 00:00:00+00:00,3,3,5,1
2025-02-01 00:00:00+00:00,39,5,23,4
