time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-24 00:00:00+00:00,2,2,8,4
2024-11-25 00:00:00+00:00,3,2,4,3
2024-11-26 00:00:00+00:00,3,2,6,2
2024-11-27 00:00:00+00:00,78,7,26,3
2024-11-28 00:00:00+00:00,2,1,15,4
2024-11-29 00:00:00+00:00,3,2,8,3
2024-11-30 00:00:00+00:00,682,11,116,6
2024-12-01 00:00:00+00:00,300,11,74,2
2024-12-02 00:00:00+00:00,71,6,25,5
2024-12-03 00:00:00+00:00,51,6,32,4
2024-12-04 00:00:00+00:00,107,8,57,9
2024-12-05 00:00:00+00:00,72,9,58,6
2024-12-06 00:00:00+00:00,141,10,27,8
2024-12-07 00:00:00+00:00,36,6,23,6
