time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-23 00:00:00+00:00,201,93,25,7
2023-05-24 00:00:00+00:00,191,77,19,2
2023-05-25 00:00:00+00:00,138,68,22,9
2023-05-26 00:00:00+00:00,183,74,48,10
2023-05-27 00:00:00+00:00,233,103,8,6
2023-05-28 00:00:00+00:00,198,84,5,5
2023-05-29 00:00:00+00:00,152,61,14,8
2023-05-30 00:00:00+00:00,66,45,41,11
2023-05-31 00:00:00+00:00,121,48,20,5
2023-06-01 00:00:00+00:00,142,52,29,11
2023-06-02 00:00:00+00:00,248,104,39,8
2023-06-03 00:00:00+00:00,212,101,3,2
2023-06-04 00:00:00+00:00,145,96,2,1
2023-06-05 00:00:00+00:00,195,64,18,8
