time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-14 00:00:00+00:00,724,41,2,2
2026-08-15 00:00:00+00:00,754,64,3,3
2026-08-16 00:00:00+00:00,694,16,7,7
2026-08-17 00:00:00+00:00,841,30,12,11
2026-08-18 00:00:00+00:00,690,12,14,14
2026-08-19 00:00:00+00:00,1670,24,3,2
2026-08-20 00:00:00+00:00,1049,26,1,1
2026-08-21 00:00:00+00:00,225,25,3,3
2026-08-22 00:00:00+00:00,98,8,4,4
2026-08-23 00:00:00+00:00,6,5,5,3
2026-08-24 00:00:00+00:00,226,22,20,5
2026-08-25 00:00:00+00:00,80,12,2,2
2026-08-26 00:00:00+00:00,150,10,2,2
2026-08-27 00:00:00+00:00,1279,9,6,6
