time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-03 00:00:00+00:00,318,123,41,4
2023-05-04 00:00:00+00:00,462,148,69,5
2023-05-05 00:00:00+00:00,407,128,26,9
2023-05-06 00:00:00+00:00,356,139,8,7
2023-05-07 00:00:00+00:00,222,95,18,6
2023-05-08 00:00:00+00:00,175,83,31,7
2023-05-09 00:00:00+00:00,65,35,6,6
2023-05-10 00:00:00+00:00,137,66,7,4
2023-05-11 00:00:00+00:00,292,133,14,7
2023-05-12 00:00:00+00:00,436,131,46,4
2023-05-13 00:00:00+00:00,422,136,15,6
2023-05-14 00:00:00+00:00,402,141,13,8
2023-05-15 00:00:00+00:00,277,133,15,11
2023-05-16 00:00:00+00:00,219,96,20,8
