time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-17 00:00:00+00:00,18,8,5.0,3.0
2025-09-18 00:00:00+00:00,133,24,29.0,6.0
2025-09-19 00:00:00+00:00,151,73,8.0,5.0
2025-09-20 00:00:00+00:00,22,18,2.0,1.0
2025-09-21 00:00:00+00:00,7,7,7.0,2.0
2025-09-22 00:00:00+00:00,9,8,,
2025-09-23 00:00:00+00:00,9,5,4.0,3.0
2025-09-24 00:00:00+00:00,26,22,6.0,5.0
2025-09-25 00:00:00+00:00,23,18,5.0,4.0
2025-09-26 00:00:00+00:00,13,11,31.0,9.0
2025-09-27 00:00:00+00:00,18,16,7.0,4.0
2025-09-28 00:00:00+00:00,6,6,8.0,8.0
2025-09-29 00:00:00+00:00,11,10,13.0,10.0
2025-09-30 00:00:00+00:00,11,9,17.0,17.0
