time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-09 00:00:00+00:00,119,6,3.0,3.0
2025-09-10 00:00:00+00:00,95,19,11.0,5.0
2025-09-11 00:00:00+00:00,149,16,10.0,5.0
2025-09-12 00:00:00+00:00,21,14,4.0,4.0
2025-09-13 00:00:00+00:00,132,23,16.0,5.0
2025-09-14 00:00:00+00:00,1,1,7.0,6.0
2025-09-15 00:00:00+00:00,21,9,2.0,1.0
2025-09-16 00:00:00+00:00,198,19,12.0,5.0
2025-09-17 00:00:00+00:00,18,8,5.0,3.0
2025-09-18 00:00:00+00:00,133,24,29.0,6.0
2025-09-19 00:00:00+00:00,151,73,8.0,5.0
2025-09-20 00:00:00+00:00,22,18,2.0,1.0
2025-09-21 00:00:00+00:00,7,7,7.0,2.0
2025-09-22 00:00:00+00:00,9,8,,
