time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-20 00:00:00+00:00,82,21,7,7
2025-10-21 00:00:00+00:00,68,14,21,9
2025-10-22 00:00:00+00:00,12,10,7,7
2025-10-23 00:00:00+00:00,13,10,5,5
2025-10-24 00:00:00+00:00,134,25,10,8
2025-10-25 00:00:00+00:00,19,16,6,5
2025-10-26 00:00:00+00:00,3,3,10,6
2025-10-27 00:00:00+00:00,254,19,30,11
2025-10-28 00:00:00+00:00,268,28,41,8
2025-10-29 00:00:00+00:00,81,72,15,7
2025-10-30 00:00:00+00:00,143,17,62,4
2025-10-31 00:00:00+00:00,28,25,20,7
2025-11-01 00:00:00+00:00,64,56,10,6
2025-11-02 00:00:00+00:00,2,2,6,4
