time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-22 00:00:00+00:00,47,13,51,11
2022-03-23 00:00:00+00:00,44,11,140,27
2022-03-24 00:00:00+00:00,41,11,106,31
2022-03-25 00:00:00+00:00,52,8,73,18
2022-03-26 00:00:00+00:00,2,1,57,16
2022-03-27 00:00:00+00:00,2,2,26,11
2022-03-28 00:00:00+00:00,40,10,200,24
2022-03-29 00:00:00+00:00,23,8,60,14
2022-03-30 00:00:00+00:00,50,10,59,12
2022-03-31 00:00:00+00:00,24,8,37,12
2022-04-01 00:00:00+00:00,17,5,46,12
2022-04-02 00:00:00+00:00,20,7,82,11
2022-04-03 00:00:00+00:00,4,2,20,12
2022-04-04 00:00:00+00:00,30,5,25,13
