time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-08 00:00:00+00:00,26,10,3,3
2026-02-09 00:00:00+00:00,22,16,6,5
2026-02-10 00:00:00+00:00,188,15,18,9
2026-02-11 00:00:00+00:00,17,14,6,6
2026-02-12 00:00:00+00:00,75,12,8,6
2026-02-13 00:00:00+00:00,8,7,11,4
2026-02-14 00:00:00+00:00,131,16,2,2
2026-02-15 00:00:00+00:00,8,8,6,6
2026-02-16 00:00:00+00:00,197,26,3,3
2026-02-17 00:00:00+00:00,71,12,4,3
2026-02-18 00:00:00+00:00,192,67,9,6
2026-02-19 00:00:00+00:00,10,9,4,4
2026-02-20 00:00:00+00:00,18,7,5,5
2026-02-21 00:00:00+00:00,22,10,2,2
