time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-31 00:00:00+00:00,,,1.0,1.0
2022-08-02 00:00:00+00:00,,,3.0,1.0
2022-08-03 00:00:00+00:00,7.0,7.0,5.0,3.0
2022-08-04 00:00:00+00:00,179.0,71.0,,
2022-08-05 00:00:00+00:00,184.0,53.0,2.0,1.0
2022-08-06 00:00:00+00:00,58.0,38.0,,
2022-08-07 00:00:00+00:00,1.0,1.0,,
2022-08-08 00:00:00+00:00,109.0,68.0,12.0,2.0
2022-08-09 00:00:00+00:00,374.0,95.0,5.0,3.0
2022-08-10 00:00:00+00:00,282.0,100.0,1.0,1.0
2022-08-11 00:00:00+00:00,152.0,63.0,1.0,1.0
2022-08-12 00:00:00+00:00,161.0,61.0,3.0,2.0
2022-08-13 00:00:00+00:00,200.0,68.0,1.0,1.0
