time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-26 00:00:00+00:00,3,2,12,5
2025-08-27 00:00:00+00:00,4,3,8,6
2025-08-28 00:00:00+00:00,20,6,9,6
2025-08-29 00:00:00+00:00,3,2,6,5
2025-08-30 00:00:00+00:00,2,2,3,3
2025-08-31 00:00:00+00:00,2,2,3,3
2025-09-01 00:00:00+00:00,3,3,10,8
2025-09-02 00:00:00+00:00,5,4,1,1
2025-09-03 00:00:00+00:00,4,3,5,2
2025-09-04 00:00:00+00:00,28,10,6,4
2025-09-05 00:00:00+00:00,6,5,5,5
2025-09-06 00:00:00+00:00,2,2,4,4
2025-09-07 00:00:00+00:00,2,2,6,4
2025-09-08 00:00:00+00:00,4,3,7,5
