time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-17 00:00:00+00:00,61.0,43.0,,
2023-04-18 00:00:00+00:00,87.0,43.0,4.0,1.0
2023-04-19 00:00:00+00:00,118.0,52.0,6.0,2.0
2023-04-20 00:00:00+00:00,170.0,79.0,4.0,2.0
2023-04-21 00:00:00+00:00,177.0,69.0,1.0,1.0
2023-04-22 00:00:00+00:00,177.0,72.0,9.0,5.0
2023-04-23 00:00:00+00:00,53.0,40.0,11.0,2.0
2023-04-24 00:00:00+00:00,,,5.0,4.0
2023-04-25 00:00:00+00:00,,,5.0,1.0
2023-04-26 00:00:00+00:00,,,22.0,4.0
2023-04-27 00:00:00+00:00,125.0,79.0,10.0,1.0
2023-04-28 00:00:00+00:00,178.0,70.0,3.0,3.0
2023-04-29 00:00:00+00:00,180.0,80.0,25.0,2.0
2023-04-30 00:00:00+00:00,53.0,32.0,,
