referrer,views_total,views_unique
Google,19,15
icefiredb.xyz,2,2
vitad.org,2,2
ecosia.org,2,1
github.com,2,1
cn.bing.com,1,1
yandex.eu,1,1
pkg.go.dev,1,1
m.sogou.com,1,1
