time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-07 00:00:00+00:00,64.0,42.0,4.0,4.0
2023-03-08 00:00:00+00:00,309.0,134.0,25.0,11.0
2023-03-09 00:00:00+00:00,457.0,145.0,31.0,5.0
2023-03-10 00:00:00+00:00,282.0,102.0,7.0,4.0
2023-03-11 00:00:00+00:00,105.0,58.0,10.0,5.0
2023-03-12 00:00:00+00:00,20.0,18.0,4.0,4.0
2023-03-13 00:00:00+00:00,88.0,56.0,5.0,3.0
2023-03-14 00:00:00+00:00,127.0,57.0,1.0,1.0
2023-03-15 00:00:00+00:00,138.0,81.0,1.0,1.0
2023-03-16 00:00:00+00:00,162.0,95.0,1.0,1.0
2023-03-17 00:00:00+00:00,140.0,66.0,5.0,2.0
2023-03-18 00:00:00+00:00,81.0,48.0,1.0,1.0
2023-03-19 00:00:00+00:00,20.0,17.0,,
2023-03-20 00:00:00+00:00,,,1.0,1.0
