time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-14 00:00:00+00:00,56.0,36.0,6,3
2022-03-15 00:00:00+00:00,18.0,16.0,1,1
2022-03-16 00:00:00+00:00,,,2,1
2022-03-17 00:00:00+00:00,,,8,3
2022-03-18 00:00:00+00:00,,,4,2
2022-03-19 00:00:00+00:00,,,1,1
2022-03-20 00:00:00+00:00,,,11,2
2022-03-21 00:00:00+00:00,20.0,16.0,43,2
2022-03-22 00:00:00+00:00,126.0,51.0,5,1
2022-03-23 00:00:00+00:00,86.0,44.0,79,28
2022-03-24 00:00:00+00:00,17.0,15.0,64,24
2022-03-25 00:00:00+00:00,1.0,1.0,20,9
2022-03-26 00:00:00+00:00,,,36,6
2022-03-27 00:00:00+00:00,1.0,1.0,2,2
