time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-06 00:00:00+00:00,19,15,8.0,5.0
2023-03-07 00:00:00+00:00,64,42,4.0,4.0
2023-03-08 00:00:00+00:00,309,134,25.0,11.0
2023-03-09 00:00:00+00:00,457,145,31.0,5.0
2023-03-10 00:00:00+00:00,282,102,7.0,4.0
2023-03-11 00:00:00+00:00,105,58,10.0,5.0
2023-03-12 00:00:00+00:00,20,18,4.0,4.0
2023-03-13 00:00:00+00:00,88,56,5.0,3.0
2023-03-14 00:00:00+00:00,127,57,1.0,1.0
2023-03-15 00:00:00+00:00,138,81,1.0,1.0
2023-03-16 00:00:00+00:00,162,95,1.0,1.0
2023-03-17 00:00:00+00:00,140,66,5.0,2.0
2023-03-18 00:00:00+00:00,81,48,1.0,1.0
2023-03-19 00:00:00+00:00,20,17,,
