time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-28 00:00:00+00:00,27,26,5,4
2023-03-01 00:00:00+00:00,119,71,5,3
2023-03-02 00:00:00+00:00,125,78,5,3
2023-03-03 00:00:00+00:00,40,31,26,4
2023-03-04 00:00:00+00:00,45,30,15,5
2023-03-05 00:00:00+00:00,59,35,11,4
2023-03-06 00:00:00+00:00,19,15,8,5
2023-03-07 00:00:00+00:00,64,42,4,4
2023-03-08 00:00:00+00:00,309,134,25,11
2023-03-09 00:00:00+00:00,457,145,31,5
2023-03-10 00:00:00+00:00,282,102,7,4
2023-03-11 00:00:00+00:00,105,58,10,5
2023-03-12 00:00:00+00:00,20,18,4,4
2023-03-13 00:00:00+00:00,77,49,5,3
