time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-13 00:00:00+00:00,60.0,39.0,1.0,1.0
2023-05-14 00:00:00+00:00,17.0,14.0,10.0,1.0
2023-05-15 00:00:00+00:00,,,2.0,1.0
2023-05-16 00:00:00+00:00,,,7.0,2.0
2023-05-17 00:00:00+00:00,45.0,37.0,,
2023-05-18 00:00:00+00:00,119.0,69.0,1.0,1.0
2023-05-19 00:00:00+00:00,118.0,69.0,,
2023-05-20 00:00:00+00:00,35.0,26.0,19.0,4.0
2023-05-21 00:00:00+00:00,,,2.0,2.0
2023-05-22 00:00:00+00:00,4.0,3.0,28.0,2.0
2023-05-23 00:00:00+00:00,,,10.0,1.0
2023-05-24 00:00:00+00:00,,,5.0,3.0
2023-05-25 00:00:00+00:00,2.0,2.0,5.0,3.0
2023-05-26 00:00:00+00:00,114.0,53.0,15.0,4.0
