time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-10 00:00:00+00:00,59.0,38.0,2.0,2.0
2023-04-11 00:00:00+00:00,58.0,36.0,,
2023-04-12 00:00:00+00:00,63.0,39.0,,
2023-04-13 00:00:00+00:00,17.0,15.0,,
2023-04-14 00:00:00+00:00,,,2.0,2.0
2023-04-15 00:00:00+00:00,1.0,1.0,,
2023-04-16 00:00:00+00:00,52.0,37.0,,
2023-04-17 00:00:00+00:00,61.0,43.0,,
2023-04-18 00:00:00+00:00,87.0,43.0,4.0,1.0
2023-04-19 00:00:00+00:00,118.0,52.0,6.0,2.0
2023-04-20 00:00:00+00:00,170.0,79.0,4.0,2.0
2023-04-21 00:00:00+00:00,177.0,69.0,1.0,1.0
2023-04-22 00:00:00+00:00,177.0,72.0,9.0,5.0
2023-04-23 00:00:00+00:00,53.0,40.0,10.0,1.0
