time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-02 00:00:00+00:00,9,6,2,2
2026-07-03 00:00:00+00:00,3,2,0,0
2026-07-04 00:00:00+00:00,3,3,1,1
2026-07-05 00:00:00+00:00,3,3,7,4
2026-07-06 00:00:00+00:00,23,6,2,2
2026-07-07 00:00:00+00:00,4,3,1,1
2026-07-08 00:00:00+00:00,5,4,1,1
2026-07-09 00:00:00+00:00,6,5,1,1
2026-07-10 00:00:00+00:00,11,10,2,2
2026-07-11 00:00:00+00:00,4,4,0,0
2026-07-12 00:00:00+00:00,2,2,0,0
2026-07-13 00:00:00+00:00,4,3,7,2
2026-07-14 00:00:00+00:00,7,6,2,2
2026-07-15 00:00:00+00:00,4,3,2,2
