url_path,views_total,views_unique
/IceFireDB/redhub,27,24
/IceFireDB/redhub/blob/main/redhub_test.go,4,4
/IceFireDB/redhub/commits/main,1,1
/IceFireDB/redhub/stargazers,1,1
