time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-04 00:00:00+00:00,429,154,2.0,2.0
2023-04-05 00:00:00+00:00,332,135,,
2023-04-06 00:00:00+00:00,263,131,,
2023-04-07 00:00:00+00:00,240,118,,
2023-04-08 00:00:00+00:00,206,110,3.0,1.0
2023-04-09 00:00:00+00:00,241,113,1.0,1.0
2023-04-10 00:00:00+00:00,327,140,2.0,2.0
2023-04-11 00:00:00+00:00,312,135,,
2023-04-12 00:00:00+00:00,262,113,4.0,4.0
2023-04-13 00:00:00+00:00,254,124,1.0,1.0
2023-04-14 00:00:00+00:00,234,105,1.0,1.0
2023-04-15 00:00:00+00:00,193,100,,
2023-04-16 00:00:00+00:00,178,88,,
2023-04-17 00:00:00+00:00,271,133,10.0,1.0
