time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-17 00:00:00+00:00,26,23,,
2025-07-18 00:00:00+00:00,8,8,,
2025-07-19 00:00:00+00:00,3,2,1.0,1.0
2025-07-20 00:00:00+00:00,3,3,,
2025-07-21 00:00:00+00:00,5,5,,
2025-07-22 00:00:00+00:00,3,2,,
2025-07-23 00:00:00+00:00,3,2,,
2025-07-24 00:00:00+00:00,14,13,,
2025-07-25 00:00:00+00:00,10,10,,
2025-07-26 00:00:00+00:00,10,10,,
2025-07-27 00:00:00+00:00,6,6,,
2025-07-28 00:00:00+00:00,16,14,,
2025-07-29 00:00:00+00:00,17,17,,
2025-07-30 00:00:00+00:00,14,14,,
