time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-12 00:00:00+00:00,239,114,1.0,1.0
2023-03-13 00:00:00+00:00,310,149,1.0,1.0
2023-03-14 00:00:00+00:00,508,177,,
2023-03-15 00:00:00+00:00,632,182,,
2023-03-16 00:00:00+00:00,625,200,2.0,2.0
2023-03-17 00:00:00+00:00,486,158,,
2023-03-18 00:00:00+00:00,408,148,2.0,1.0
2023-03-19 00:00:00+00:00,597,161,2.0,2.0
2023-03-20 00:00:00+00:00,575,173,,
2023-03-21 00:00:00+00:00,620,185,12.0,2.0
2023-03-22 00:00:00+00:00,659,191,4.0,1.0
2023-03-23 00:00:00+00:00,739,192,22.0,2.0
2023-03-24 00:00:00+00:00,750,181,23.0,1.0
2023-03-25 00:00:00+00:00,851,186,5.0,2.0
