time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-22 00:00:00+00:00,491,155,,
2023-04-23 00:00:00+00:00,500,157,,
2023-04-24 00:00:00+00:00,472,154,,
2023-04-25 00:00:00+00:00,389,151,,
2023-04-26 00:00:00+00:00,486,176,4.0,1.0
2023-04-27 00:00:00+00:00,661,174,1.0,1.0
2023-04-28 00:00:00+00:00,657,160,1.0,1.0
2023-04-29 00:00:00+00:00,671,154,,
2023-04-30 00:00:00+00:00,406,137,1.0,1.0
2023-05-01 00:00:00+00:00,254,118,,
2023-05-02 00:00:00+00:00,423,189,,
2023-05-03 00:00:00+00:00,652,193,,
2023-05-04 00:00:00+00:00,657,181,,
2023-05-05 00:00:00+00:00,372,139,,
