time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-21 00:00:00+00:00,6,3,0,0
2026-08-22 00:00:00+00:00,26,18,3,2
2026-08-23 00:00:00+00:00,20,16,0,0
2026-08-24 00:00:00+00:00,11,8,2,2
2026-08-25 00:00:00+00:00,15,11,1,1
2026-08-26 00:00:00+00:00,11,5,0,0
2026-08-27 00:00:00+00:00,9,6,2,2
2026-08-28 00:00:00+00:00,5,3,0,0
2026-08-29 00:00:00+00:00,4,2,0,0
2026-08-30 00:00:00+00:00,5,3,0,0
2026-08-31 00:00:00+00:00,4,2,0,0
2026-09-01 00:00:00+00:00,3,1,0,0
2026-09-02 00:00:00+00:00,12,9,0,0
2026-09-03 00:00:00+00:00,3,1,0,0
