time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-27 00:00:00+00:00,210,124,,
2023-06-28 00:00:00+00:00,374,158,,
2023-06-29 00:00:00+00:00,362,154,,
2023-06-30 00:00:00+00:00,110,69,,
2023-07-01 00:00:00+00:00,134,73,,
2023-07-02 00:00:00+00:00,84,60,,
2023-07-03 00:00:00+00:00,19,16,1.0,1.0
2023-07-04 00:00:00+00:00,319,144,1.0,1.0
2023-07-05 00:00:00+00:00,1700,242,,
2023-07-06 00:00:00+00:00,1565,249,1.0,1.0
2023-07-07 00:00:00+00:00,1278,211,,
2023-07-08 00:00:00+00:00,980,200,,
2023-07-09 00:00:00+00:00,977,200,1.0,1.0
2023-07-10 00:00:00+00:00,610,204,9.0,1.0
