time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-03 00:00:00+00:00,,,4.0,2.0
2024-07-04 00:00:00+00:00,,,3.0,2.0
2024-07-05 00:00:00+00:00,,,8.0,2.0
2024-07-07 00:00:00+00:00,1.0,1.0,,
2024-07-09 00:00:00+00:00,139.0,4.0,31.0,2.0
2024-07-10 00:00:00+00:00,441.0,38.0,107.0,2.0
2024-07-11 00:00:00+00:00,229.0,30.0,62.0,1.0
2024-07-12 00:00:00+00:00,6.0,1.0,,
2024-07-13 00:00:00+00:00,46.0,7.0,14.0,2.0
2024-07-15 00:00:00+00:00,12.0,3.0,3.0,1.0
2024-07-16 00:00:00+00:00,6.0,1.0,,
