time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-19 00:00:00+00:00,267,125,1.0,1.0
2023-06-20 00:00:00+00:00,369,142,,
2023-06-21 00:00:00+00:00,235,122,6.0,1.0
2023-06-22 00:00:00+00:00,139,76,,
2023-06-23 00:00:00+00:00,35,32,,
2023-06-24 00:00:00+00:00,345,126,,
2023-06-25 00:00:00+00:00,571,163,,
2023-06-26 00:00:00+00:00,375,157,,
2023-06-27 00:00:00+00:00,210,124,,
2023-06-28 00:00:00+00:00,374,158,,
2023-06-29 00:00:00+00:00,362,154,,
2023-06-30 00:00:00+00:00,110,69,,
2023-07-01 00:00:00+00:00,134,73,,
2023-07-02 00:00:00+00:00,79,58,,
