time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-24 00:00:00+00:00,66,35,,
2025-08-25 00:00:00+00:00,60,43,1.0,1.0
2025-08-26 00:00:00+00:00,63,42,,
2025-08-27 00:00:00+00:00,60,40,3.0,1.0
2025-08-28 00:00:00+00:00,61,37,,
2025-08-29 00:00:00+00:00,56,33,,
2025-08-30 00:00:00+00:00,60,36,1.0,1.0
2025-08-31 00:00:00+00:00,35,25,,
2025-09-01 00:00:00+00:00,69,34,,
2025-09-02 00:00:00+00:00,78,59,,
2025-09-03 00:00:00+00:00,123,78,,
2025-09-04 00:00:00+00:00,39,33,,
2025-09-05 00:00:00+00:00,35,25,,
2025-09-06 00:00:00+00:00,58,32,,
