time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-23 00:00:00+00:00,,,2.0,1.0
2022-12-24 00:00:00+00:00,56.0,39.0,1.0,1.0
2022-12-25 00:00:00+00:00,59.0,36.0,1.0,1.0
2022-12-26 00:00:00+00:00,19.0,16.0,,
2022-12-27 00:00:00+00:00,,,1.0,1.0
2022-12-28 00:00:00+00:00,1.0,1.0,3.0,1.0
2022-12-29 00:00:00+00:00,8.0,3.0,11.0,1.0
2022-12-30 00:00:00+00:00,48.0,35.0,15.0,2.0
2022-12-31 00:00:00+00:00,104.0,69.0,2.0,1.0
2023-01-01 00:00:00+00:00,284.0,123.0,3.0,1.0
2023-01-02 00:00:00+00:00,211.0,107.0,5.0,1.0
2023-01-03 00:00:00+00:00,258.0,130.0,12.0,1.0
2023-01-04 00:00:00+00:00,183.0,103.0,11.0,2.0
2023-01-05 00:00:00+00:00,160.0,88.0,4.0,1.0
