time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-29 00:00:00+00:00,158.0,111.0,,
2025-11-30 00:00:00+00:00,144.0,105.0,,
2025-12-01 00:00:00+00:00,151.0,99.0,,
2025-12-02 00:00:00+00:00,102.0,77.0,,
2025-12-03 00:00:00+00:00,164.0,111.0,,
2025-12-04 00:00:00+00:00,124.0,71.0,,
2025-12-05 00:00:00+00:00,46.0,32.0,,
2025-12-06 00:00:00+00:00,,,1.0,1.0
2025-12-07 00:00:00+00:00,2.0,2.0,,
2025-12-09 00:00:00+00:00,1.0,1.0,,
2025-12-10 00:00:00+00:00,1.0,1.0,,
2025-12-12 00:00:00+00:00,1.0,1.0,,
