time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-21 00:00:00+00:00,134,79,,
2023-05-22 00:00:00+00:00,87,63,20.0,3.0
2023-05-23 00:00:00+00:00,18,16,1.0,1.0
2023-05-24 00:00:00+00:00,7,4,7.0,2.0
2023-05-25 00:00:00+00:00,14,10,8.0,2.0
2023-05-26 00:00:00+00:00,59,41,,
2023-05-27 00:00:00+00:00,73,50,,
2023-05-28 00:00:00+00:00,79,50,1.0,1.0
2023-05-29 00:00:00+00:00,61,35,,
2023-05-30 00:00:00+00:00,18,17,1.0,1.0
2023-05-31 00:00:00+00:00,54,42,,
2023-06-01 00:00:00+00:00,118,68,,
2023-06-02 00:00:00+00:00,133,77,,
2023-06-03 00:00:00+00:00,88,61,,
