time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-08 00:00:00+00:00,58.0,32.0,,
2022-12-09 00:00:00+00:00,6.0,6.0,,
2022-12-18 00:00:00+00:00,,,1.0,1.0
2022-12-19 00:00:00+00:00,1.0,1.0,,
