time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-24 00:00:00+00:00,105.0,55.0,,
2022-05-25 00:00:00+00:00,116.0,58.0,,
2022-05-26 00:00:00+00:00,118.0,58.0,1.0,1.0
2022-05-27 00:00:00+00:00,34.0,27.0,3.0,1.0
2022-05-29 00:00:00+00:00,,,2.0,1.0
2022-05-30 00:00:00+00:00,2.0,2.0,9.0,3.0
2022-05-31 00:00:00+00:00,11.0,7.0,20.0,2.0
2022-06-01 00:00:00+00:00,2.0,1.0,2.0,2.0
2022-06-02 00:00:00+00:00,102.0,9.0,39.0,3.0
2022-06-03 00:00:00+00:00,7.0,4.0,1.0,1.0
2022-06-04 00:00:00+00:00,2.0,1.0,1.0,1.0
2022-06-05 00:00:00+00:00,3.0,2.0,10.0,1.0
2022-06-06 00:00:00+00:00,87.0,4.0,19.0,2.0
