time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-21 00:00:00+00:00,,,1.0,1.0
2023-02-22 00:00:00+00:00,22.0,19.0,1.0,1.0
2023-02-23 00:00:00+00:00,60.0,46.0,,
2023-02-24 00:00:00+00:00,59.0,42.0,18.0,1.0
2023-02-25 00:00:00+00:00,61.0,40.0,,
2023-02-26 00:00:00+00:00,58.0,42.0,,
2023-02-27 00:00:00+00:00,20.0,19.0,1.0,1.0
2023-03-01 00:00:00+00:00,2.0,1.0,,
2023-03-02 00:00:00+00:00,3.0,2.0,,
2023-03-03 00:00:00+00:00,26.0,21.0,,
2023-03-04 00:00:00+00:00,58.0,42.0,,
2023-03-05 00:00:00+00:00,54.0,36.0,,
