time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-20 00:00:00+00:00,119,72,,
2023-04-21 00:00:00+00:00,118,63,,
2023-04-22 00:00:00+00:00,118,61,,
2023-04-23 00:00:00+00:00,78,46,,
2023-04-24 00:00:00+00:00,17,14,,
2023-04-27 00:00:00+00:00,54,41,,
2023-04-28 00:00:00+00:00,257,114,,
2023-04-29 00:00:00+00:00,366,131,85.0,3.0
2023-04-30 00:00:00+00:00,289,101,,
2023-05-01 00:00:00+00:00,167,100,7.0,1.0
2023-05-02 00:00:00+00:00,95,65,,
2023-05-03 00:00:00+00:00,112,65,3.0,1.0
