time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-26 00:00:00+00:00,171.0,73.0,3.0,1.0
2022-04-27 00:00:00+00:00,75.0,41.0,3.0,1.0
2022-04-28 00:00:00+00:00,59.0,37.0,5.0,2.0
2022-04-29 00:00:00+00:00,59.0,30.0,,
2022-04-30 00:00:00+00:00,59.0,30.0,1.0,1.0
2022-05-01 00:00:00+00:00,24.0,16.0,,
2022-05-03 00:00:00+00:00,1.0,1.0,,
2022-05-05 00:00:00+00:00,1.0,1.0,23.0,2.0
2022-05-06 00:00:00+00:00,,,1.0,1.0
2022-05-07 00:00:00+00:00,,,3.0,2.0
2022-05-09 00:00:00+00:00,,,1.0,1.0
