time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-20 00:00:00+00:00,116,64,,
2022-11-21 00:00:00+00:00,124,61,5.0,2.0
2022-11-22 00:00:00+00:00,80,52,11.0,2.0
2022-11-23 00:00:00+00:00,59,32,,
2022-11-24 00:00:00+00:00,30,24,,
2022-11-25 00:00:00+00:00,120,66,1.0,1.0
2022-11-26 00:00:00+00:00,119,59,,
2022-11-27 00:00:00+00:00,39,31,,
2022-11-29 00:00:00+00:00,1,1,,
2022-11-30 00:00:00+00:00,90,54,,
2022-12-01 00:00:00+00:00,114,56,7.0,1.0
2022-12-02 00:00:00+00:00,41,27,,
