time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-14 00:00:00+00:00,2.0,1.0,,
2022-05-15 00:00:00+00:00,3.0,2.0,1.0,1.0
2022-05-16 00:00:00+00:00,,,2.0,2.0
2022-05-17 00:00:00+00:00,,,7.0,2.0
2022-05-18 00:00:00+00:00,2.0,1.0,,
2022-05-19 00:00:00+00:00,1.0,1.0,1.0,1.0
2022-05-20 00:00:00+00:00,2.0,1.0,,
2022-05-21 00:00:00+00:00,1.0,1.0,4.0,1.0
2022-05-22 00:00:00+00:00,2.0,1.0,3.0,2.0
2022-05-23 00:00:00+00:00,120.0,52.0,3.0,1.0
2022-05-24 00:00:00+00:00,105.0,55.0,,
2022-05-25 00:00:00+00:00,116.0,58.0,,
2022-05-26 00:00:00+00:00,118.0,58.0,1.0,1.0
2022-05-27 00:00:00+00:00,34.0,27.0,3.0,1.0
