time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-24 00:00:00+00:00,59,42,18.0,1.0
2023-02-25 00:00:00+00:00,61,40,,
2023-02-26 00:00:00+00:00,58,42,,
2023-02-27 00:00:00+00:00,20,19,1.0,1.0
2023-03-01 00:00:00+00:00,2,1,,
2023-03-02 00:00:00+00:00,3,2,,
2023-03-03 00:00:00+00:00,26,21,,
2023-03-04 00:00:00+00:00,58,42,,
2023-03-05 00:00:00+00:00,59,39,,
2023-03-06 00:00:00+00:00,22,19,,
2023-03-07 00:00:00+00:00,58,46,1.0,1.0
2023-03-08 00:00:00+00:00,84,59,,
2023-03-09 00:00:00+00:00,113,69,1.0,1.0
