time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-10 00:00:00+00:00,1.0,1.0,,
2022-07-11 00:00:00+00:00,,,1.0,1.0
2022-07-12 00:00:00+00:00,64.0,45.0,4.0,2.0
2022-07-13 00:00:00+00:00,123.0,72.0,,
2022-07-14 00:00:00+00:00,119.0,60.0,,
2022-07-15 00:00:00+00:00,34.0,26.0,,
2022-07-16 00:00:00+00:00,2.0,1.0,,
2022-07-18 00:00:00+00:00,,,2.0,2.0
2022-07-20 00:00:00+00:00,2.0,2.0,,
2022-07-21 00:00:00+00:00,,,1.0,1.0
2022-07-22 00:00:00+00:00,81.0,48.0,,
2022-07-23 00:00:00+00:00,111.0,49.0,,
