time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-27 00:00:00+00:00,34.0,27.0,3,1
2022-05-29 00:00:00+00:00,,,2,1
2022-05-30 00:00:00+00:00,2.0,2.0,9,3
2022-05-31 00:00:00+00:00,11.0,7.0,20,2
2022-06-01 00:00:00+00:00,2.0,1.0,2,2
2022-06-02 00:00:00+00:00,102.0,9.0,39,3
2022-06-03 00:00:00+00:00,7.0,4.0,1,1
2022-06-04 00:00:00+00:00,2.0,1.0,1,1
2022-06-05 00:00:00+00:00,3.0,2.0,10,1
2022-06-06 00:00:00+00:00,87.0,4.0,19,2
2022-06-07 00:00:00+00:00,1.0,1.0,28,2
2022-06-08 00:00:00+00:00,15.0,7.0,46,3
2022-06-09 00:00:00+00:00,3.0,3.0,3,1
