time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-31 00:00:00+00:00,11,7,20,2
2022-06-01 00:00:00+00:00,2,1,2,2
2022-06-02 00:00:00+00:00,102,9,39,3
2022-06-03 00:00:00+00:00,7,4,1,1
2022-06-04 00:00:00+00:00,2,1,1,1
2022-06-05 00:00:00+00:00,3,2,10,1
2022-06-06 00:00:00+00:00,87,4,19,2
2022-06-07 00:00:00+00:00,1,1,28,2
2022-06-08 00:00:00+00:00,15,7,46,3
2022-06-09 00:00:00+00:00,3,3,3,1
2022-06-10 00:00:00+00:00,4,3,11,1
2022-06-11 00:00:00+00:00,4,4,9,5
2022-06-13 00:00:00+00:00,1,1,5,2
