time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-09 00:00:00+00:00,118.0,73.0,1.0,1.0
2023-03-10 00:00:00+00:00,118.0,71.0,1.0,1.0
2023-03-11 00:00:00+00:00,40.0,34.0,1.0,1.0
2023-03-13 00:00:00+00:00,,,3.0,3.0
2023-03-14 00:00:00+00:00,11.0,11.0,2.0,1.0
2023-03-15 00:00:00+00:00,60.0,41.0,2.0,2.0
2023-03-16 00:00:00+00:00,60.0,39.0,,
2023-03-17 00:00:00+00:00,20.0,15.0,,
2023-03-19 00:00:00+00:00,37.0,25.0,,
2023-03-20 00:00:00+00:00,66.0,41.0,,
2023-03-21 00:00:00+00:00,63.0,42.0,,
2023-03-22 00:00:00+00:00,17.0,12.0,,
