time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-29 00:00:00+00:00,122.0,59.0,2.0,1.0
2022-08-30 00:00:00+00:00,123.0,56.0,9.0,2.0
2022-08-31 00:00:00+00:00,34.0,25.0,,
2022-09-01 00:00:00+00:00,1.0,1.0,,
2022-09-04 00:00:00+00:00,2.0,2.0,5.0,1.0
2022-09-05 00:00:00+00:00,,,1.0,1.0
2022-09-06 00:00:00+00:00,1.0,1.0,,
2022-09-07 00:00:00+00:00,1.0,1.0,1.0,1.0
2022-09-08 00:00:00+00:00,,,1.0,1.0
2022-09-09 00:00:00+00:00,102.0,46.0,,
2022-09-10 00:00:00+00:00,120.0,44.0,,
2022-09-11 00:00:00+00:00,34.0,25.0,1.0,1.0
