time_iso8601,stars_cumulative
2022-01-07 00:00:00+00:00,4
2022-03-23 00:00:00+00:00,9
2022-03-24 00:00:00+00:00,13
2022-03-27 00:00:00+00:00,14
2022-06-08 00:00:00+00:00,15
